_id,target
66810d8e6bf2b41c880a7bc6c8a1e295,0.2549483929297236
ccac3879652b08cb8b44c1920fd93afa,0.058683434292904936
fcccab4d7a76f70647f015f2c84c2af8,0.020128243643769764
ed8399278c30678dab739045fa12b440,0.14425879554843835
1d4d62ac5cabcb48bac7112813f290cb,0.046701540637315166
aba2dec4c5cab88824f36babd24b986f,0.50552004033742
06f318f1dd178e738f675bb88a5adb84,0.030177432466776916
d5036f5956e42ee6207296238fc4bc1d,0.012410800421650797
fe0cc8933698ad4046ff2b82f65756eb,0.03044474269002451
70190122f4ebf196535e11b33eb95b81,0.014985401511913785
8c2e044ac444afd4d0dea67eba0079c4,0.3729523592802115
0d7db1117ed3606d7bbbb65d584b5c2f,0.5482152299742408
aa3d1e4ba96323b5449a23cb54badc50,0.6853380178038491
d312d9b1ffdab785a806490ca0450f7b,0.4739365366822472
56da3f911d7cc5e8f47f2703b74bdc45,0.07131030237646684
19afb1a10078e901994a1e1e2c058652,0.032229022747264136
9ac0fc025e2f551a7d5214a606a77434,0.030956577411438167
4bc819b6f4ebbedca0fe354ba5dc7ba3,0.03816816074270542
1c02af75529cdaee5f8822a5251f5c63,0.024565742400764652
9d0424c7a80ebde8cc8b5520721592f2,0.6644591990278876
cf005d4bc86312d5f1032e08ef342e05,0.6994872556961986
6abe7bc6263ac81d7f6764c6b0489703,0.10764567220748811
b56ee107fc7abbabfa317f9209cbc5fd,0.3433514763780827
2fd2f7790cd8d0c638d55f41b1f323a2,0.022727195471774226
bd3b2a1af1abd0d48af835aa69848232,0.033502239154171276
d50372645903431bd7ceb57bbf1cea06,0.18083101811894867
8a11f5487e2e8a6e91d0ab1b6003b55e,0.02325386744919218
ab96e787fdf0827bbebcf95b1243d041,0.026900323769275494
233d244d79e364f517c846cb3ab1932a,0.12272533931474724
45971d4e3a47775bb5a7260bb5ea3c36,0.007135078662549183
5ccb10967f79fb08ace2d99ac6e0f3f1,0.4348628964222394
79dada7dfeb73ecb13b585716a422ccf,0.48810785801813167
3566dc034b1552ff7a1026ea1ab6baab,0.8805047339227057
895bf949198fb300efb4361ccd8231e6,0.6407842743694829
9e9bd8ab48ba5d9b7c53d6dd37d840ef,0.6887317626241687
5595e4faeb748e040ae99b98bcd60af9,0.014053348770402457
9c366222ca168600b6db86cfdda4cc90,0.12227457630321054
a79760db64a402bcc8e817800fe36ec1,0.02523699823774945
e3ad251da8e9d9405cce8312577cf855,0.04464927038463584
7c4da7b8abe1e7c113a59ed81d30d9fd,0.03031902443451615
c78385401b8d4aafc615e0f5dae1b165,0.018452919643138457
0f7837f2007516c4d60b341d4a4385a2,0.1395949983122856
be7d4bfb2a7dce1d959ca800974beec7,0.9024647187404214
2199d3381c925a326f5e84d81a3821a6,0.006961270080588128
fd6b3135204cd9f921f8d4fef7ed926f,0.6973974103245094
4c1f53490ba4a74f8d5f19da61a72541,0.41846029354246456
39a70c21ccaf86001a9f63236b92fda0,0.0901107692801441
f291ca841a04889d5eeef0a82f6e9af5,0.04801905041062549
109c7cdf766b45626ee333fc419d0e29,0.011823909734900261
f2a7e010cf96014e5fbcea5030aacb2d,0.005813504185802359
8748231d6e955fdb991846ea7266b1f6,0.6930232633283901
74160f70d55985465a6e3142fac2a6f4,0.6847051493363676
f2f1d5a683617b2bdb6cb0b1eae67135,0.046594780019893776
319787f387c4fff24fba48f5145c70f6,0.48803782091628345
71e78ba4882ea90647b0d480165fa93d,0.5571560468555243
7cb55aabcd9cc97853b316b5a78c1157,0.12918861824602157
125cfd843805b5195f9d6bab20f6c60d,0.09507752675689247
7b79565657a886ce1111ff4f0d55356f,0.023929897904976467
8d41c15f9018f790b4f9f4401245010a,0.9417739334889391
8901071b74abf8bc7e6821d9aad6c189,0.16095149728768007
8941ef21c66e1787f2fdb20031c9a875,0.6197063353664007
e687e33d43d2b14b42160cfdcf050c1d,0.02465321349108698
927e2fe3ab21798d06610cea9ac47a3f,0.049013842895855135
8f0e4509d1fc44c2d0f246f8042f0e82,0.03853685325692507
aeca5711e8f5d1f000ecb7571553d277,0.8395843648834062
e8a06b22835be750ff991aacb1d4a705,0.04001859939569678
b7ba90462da8c4ee93d45780a7c07f38,0.6654097135164114
489fa37b171b4983640b9ecebc2f243e,0.007816392499664194
279591f4fc0b26ca4aba27721990c699,0.6792056629013135
e528bcdf2097e7bd22af3ebb82e00129,0.5942168966153547
79db58d81b6bffe403a5adafa9c5a3fa,0.03599442573210997
c8c2d3826f22d3ea1d438fa6bfd0d3fc,0.5113651644709252
41cea25bf286830d1c09cdaf8a5d374d,0.1673726533182
fdd410318c48324908ee71ff7cbd746c,0.05208657163401248
41214fb3c1c0e64e1893d590b73ecf32,0.024564675770152873
103699d777d0304adfe836ca4b609bc8,0.0396754791475363
45e2dc4ff5beb908e757bf3c2c216611,0.5348343908151025
674a4677f98c868bf34d5349e498010b,0.01905979993963676
e9fcd7cf8ef6adce747cb0457cc0195a,0.3318942096444022
54bf8bbedb6f2ba8cd70f97a69858e48,0.1959879704378899
eaa32c70feaf28dadbc8f34ef9b8bbd2,0.5323726192280622
016cdcd869d87e70cb9920a619cb86dd,0.022420425972087377
b9707c21cf54b6736cd75a08a922f19e,0.1176560353036005
9e80cff8367fcc686a0b60b0a12504a4,0.06769515901090868
f7275e160ccf7a6b4b3bd2c4ab05c6ca,0.02543002345356184
f2de34089ed3c2d2ddc3b2f26c4260ce,0.2786470351525595
421dbc76ad31fe7a7668251793224758,0.04464559703374344
cb84d596d8991e8c8f48051c1c3e6d59,0.4437809345460295
6754d31aa446cefd7d5e7c15f13586b0,0.07993748221567795
6d279bcbb439bd417fb02d750db7de08,0.028578078142466677
c45ec9e2493563e5bba0499260cf0f7c,0.01263634072884773
db447f582f4f69de0f1059134442fce9,0.8480316536465062
4487c23453c6b7c4a0808784d860f1d3,0.06248947161665773
fca24a0e59915001b971721b76177012,0.03851128609274848
2842d28ce8c356cb291bfc38fcd9a48e,0.37606869722982417
5991b1d4e7569883393a43a021d3dcf8,0.019020089210101607
01c9cdd6e0f0829b9c5e628997fc7faf,0.378300674745588
819b99db8bb1f7dc253ce4449fcd06d0,0.10422217610873971
004955e30603d8c06c1ff917736eb418,0.004358532494333345
b88db2b9014326195a415796beacbaa7,0.02949207111821115
a09327b95e3d5bedd60a4031bd1abdff,0.6810173448962242
5a4855b9a4afb491d3fefaa020a7d146,0.7252543438215864
18357e067dfcb007f3b16b4a55ae4fe2,0.4959646929470095
3d13a8bc3d49f9b418ab88d3a7d3e35d,0.061986362128121704
d55813d0860b75c01d8e66431529cb4c,0.07040545653156947
ce145419bf752bf610eebff30392d0f9,0.05682503753828414
cf40a1de3f93b4a025409b5efa5aa210,0.6313687605496519
84341911f905ca8d650821695f4cc1e0,0.1172816421033294
1b611914257d71f0db2bcb5a738210ac,0.11176597244152205
3d13be41af88ebd28915075a364c6d2f,0.11817890716781822
12eac23e7fa399d7bbe7d7d8a31f2e93,0.08688058769688965
74e425bd6aa3536ba59dedd0feaa7297,0.02662185748364985
13a26a0a68508e3f464400b26647a5ba,0.008467732601533402
eaf6ce7ac118db9478b45c8fd8aac1e0,0.2829378886501126
b6e11653aa7833f49db22ddcb053c51d,0.018368421333986803
245e13d2d6a29abccebd21cc415f9324,0.022503023767131973
c4f30de85d94d65331ebdaa066be7be4,0.16227401619055726
d7a57ec091fec244fa2ac5b6edbc3952,0.06550086998547608
10fba33e77c369a47db11a3626c16177,0.005685905355420424
c4fccf9d97aee52d49787acc38981d31,0.16400123402143138
ac281d2059eb78b72539a9694dc7bed6,0.03111883895951667
6051eb6d72d48d6a04353a1074b5c2bd,0.010917426424906066
7b72d2e22559d9292a0b3884cbf676d1,0.03243528020338981
36281edb274a35502d54c0e28ef96b10,0.05514672913445009
345fdd78e28b1cfcedda59791bfd8c9b,0.010783473480826651
28eef46353fb5a064abe763501347d1f,0.03881827216158646
c91adcdb09752ac15292d8d7384f79ba,0.6239873691023932
cf4739f893805771dc8197ff742c0a39,0.4021733215463959
0395814ae8c27241eacda94c69cc598c,0.6795451260821734
423ff3917ce9d1dfe7a513e59c3e8f16,0.020912566447415327
6b184d0328cf791ea27c35a57df5e6e2,0.2723390803289524
07700663f6282acb766d107bf9582f12,0.18794038647061417
4ad4f1df78c6adcc998becba47aba8e3,0.026236165574489673
e270b8105730dcdab1c81986c73283ad,0.016927907797044783
8af7951343813241d09edd3dcc2377aa,0.020885803912392233
7ef941297a995b0a40dc6d4d95d9b0b6,0.025240570752766874
5e48de08f7d3d5a05316a700e2349567,0.32897038402376744
f4d2d51870a6ef85312be8e77e1fc265,0.8965668974868224
393627a7266eaf96d4240fa64c76df12,0.39550337185563406
f9f7df5d70f610254530cd2f7c9121eb,0.4685554091884738
34b36cdad5abbd31900ba936bd5ab9a2,0.025813970810201124
9471e3503d832e469eaa82a43c3e234f,0.006315953587748265
a3f07671642038caece41ff2a52d8673,0.012411048897156256
402aa658b30c94ff4db5c88563e2b7cb,0.013653111308070199
3277aff14deef2292263c2ba73acf3f5,0.03786620626252959
3ef84a335c64fcb41cac38ae21bfcdd0,0.021772514278620283
c30e386f4f4ea42fb06919b632b7e6e4,0.21868768862350582
4e75d6d0a145a11425cc3073be2cd1a7,0.02986926414518194
f2b589052888dc28b46f7f0c3d6050c5,0.015782017002485774
63346c44e421c8c7b8c7976a259ca152,0.02735332052298961
1bda8c1125f23f5f87a51720be5cd982,0.409193001998718
de9843db21ed9e8c8a42c82645a2822a,0.08171564842793506
18d67006ee3f77619076c486196621f1,0.039016796991428467
b5561a855db86c0dc6ae9537ae75c234,0.02645361188408629
c4930e37da374a02c6189c0bd203b86f,0.015078404930513555
05d9b086d92232728122f7ddea797822,0.007678548030691201
0805fe85bace948a8ace571296c4e402,0.5900919858967366
21618b192f7212e68abe0dde2372ccc5,0.031607151080959864
274b6fd27cfaafbfc1897879a9a601cb,0.08643416663048899
6544b3bfbe852f75baf8c83425b8ae36,0.09559013784563558
6a4514d28639e2b532f86a325832645e,0.21593323626842054
6116f9f57a1f47a2d51a16ddeae40ac7,0.06815887740264567
df6ac443edb1ad05ab051c2cea92d213,0.8478725507541359
1e7f7a62e75a2d94a64cf6e3f954bc1c,0.03806307557059701
267e61efff6c81e575f6fc1e44d8e200,0.24488419378024065
58a2c12dfdd9aef32b0058e05ecd2c75,0.16818545226494158
c72659291bc391b963f4b2be2e76c482,0.6644488067368564
ff2862751ea8b3ebb78a5d1506bacdd2,0.14230861008364604
bd54ead00d2ab0e5fd3d368c3fc57dc2,0.676217240698352
2f4bb66d5cfb41638767edaaf6219527,0.7676170198504217
4fae3b7e0eb06b7680d3105a496822bd,0.7564048293363761
665307590e96662078bfd5b119fc904c,0.5669758107812946
07010b0dc309e081ece81b6a202ce4ed,0.04509677326228288
84415aadff4c31d0c78ac9c3ffb4aeec,0.025962042595181263
105385d588b31b1c10bc9efe38abfa8c,0.7226379073408818
25a27578b1d35a7bd43bf39e271546a0,0.03171442306717726
46f2be8d2c62004a1432c1fe327cd602,0.33212039304009
8bca7aff0868145dcb8a0ab9fa864d26,0.04115919022081833
8eb6b7eb8b450f6b392d70468de01a8c,0.27870241872804935
feef5fb17b7b538dc2f4f3a75013b0bd,0.01447558170766958
b3b1993358185ecf86573c4f511337d2,0.05548650600194791
baf30a4a90c5260c3da2a0ff6feff587,0.030082632164010328
c4282fcc10862ca9e0995be607661180,0.12015011606474009
3624a99e17f202522d632a0b84a3f9a3,0.06732298680924939
e5b600d43910df412d2134bfa80dfcfc,0.05523101345500377
5b51e8cc58e2911ac58e5d31746de983,0.668067158901945
dac774f45f1fb2f4394f23b4fe648fa9,0.10929504039689833
